title,degree_type,url_slug,url,row_number,URL,kiscourseid,A_level,A_level_subjects,GCSE,IB,IB_subjects,A_level_additional
Spanish and Latin,BA,spanish-and-latin-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-latin-ba,227,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-latin-ba,UBASPAALAT18,AAB,Spanish and Latin required at grade A.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects including 6 in Spanish and Latin, with no higher level score below 5.",NA
Spanish and Philosophy,BA,spanish-and-philosophy-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-philosophy-ba,228,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-philosophy-ba,UBASPAAPHI18,AAA,Spanish required at grade A.,English Language at grade B or 6 and Mathematics at grade C or 4.,38,"A total of 18 points in three higher level subjects including Spanish grade 6, with no higher level score below 5. ",NA
Spanish and Portuguese,BA,spanish-and-portuguese-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-portuguese-ba,229,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-portuguese-ba,UBASPAAPOR18,ABB,Spanish required at grade A.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects including Spanish at grade 6, with no higher level score below 5.",NA
Spanish and Swedish,BA,spanish-and-swedish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-swedish-ba,230,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-swedish-ba,UBASPAASWE18,ABB,Spanish required at grade A.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects including Spanish at grade 6, with no higher level score below 5.",NA
Spanish and Ukrainian,BA,spanish-and-ukrainian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-ukrainian-ba,231,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-ukrainian-ba,UBASPAAUKR18,AAB,Spanish required at A.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects including Spanish grade 6, with no higher level score below 5. ",NA
Spanish and Yiddish,BA,spanish-and-yiddish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-yiddish-ba,232,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-yiddish-ba,UBASPAAYID18,ABB,Spanish required at grade A.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects including Spanish at grade 6, with no higher level score below 5.",NA
Serbian/Croatian and Portuguese,BA,serbian-croatian-and-portuguese-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/serbian-croatian-and-portuguese-ba,233,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/serbian-croatian-and-portuguese-ba,UBASRBAPOR18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Serbian/Croatian and Spanish,BA,serbian-croatian-and-spanish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/serbian-croatian-and-spanish-ba,234,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/serbian-croatian-and-spanish-ba,UBASRBASPA18,AAB,Spanish required at A.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects including Spanish grade 6, with no higher level score below 5. ",NA
Serbian/Croatian and Swedish,BA,serbian-croatian-and-swedish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/serbian-croatian-and-swedish-ba,235,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/serbian-croatian-and-swedish-ba,UBASRBASWE18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Serbian/Croatian and Ukrainian,BA,serbian-croatian-and-ukrainian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/serbian-croatian-and-ukrainian-ba,236,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/serbian-croatian-and-ukrainian-ba,UBASRBAUKR18,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
Serbian/Croatian and Yiddish,BA,serbian-croatian-and-yiddish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/serbian-croatian-and-yiddish-ba,237,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/serbian-croatian-and-yiddish-ba,UBASRBAYID18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,A total of 16 in three higher level subjects to include Serbian/Croatian or Yiddish with no higher level score below 5,NA
Swedish and Portuguese,BA,swedish-and-portuguese-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/swedish-and-portuguese-ba,238,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/swedish-and-portuguese-ba,UBASWEAPOR18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Swedish and Yiddish,BA,swedish-and-yiddish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/swedish-and-yiddish-ba,239,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/swedish-and-yiddish-ba,UBASWEAYID18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,A total of 16 in three higher level subjects to include Swedish or Yiddish with no higher level score below 5,NA
Ukrainian and East European Studies,BA,ukrainian-and-east-european-studies-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/ukrainian-and-east-european-studies-ba,240,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/ukrainian-and-east-european-studies-ba,UBAUKRAEES18,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
Ukrainian and Portuguese,BA,ukrainian-and-portuguese-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/ukrainian-and-portuguese-ba,241,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/ukrainian-and-portuguese-ba,UBAUKRAPOR18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Ukrainian and Swedish,BA,ukrainian-and-swedish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/ukrainian-and-swedish-ba,242,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/ukrainian-and-swedish-ba,UBAUKRASWE18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Ukrainian and Yiddish,BA,ukrainian-and-yiddish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/ukrainian-and-yiddish-ba,243,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/ukrainian-and-yiddish-ba,UBAUKRAYID18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,A total of 16 in three higher level subjects to include Ukrainian or Yiddish with no higher level score below 5,NA
"Youth, Society and Sustainable Futures",BA,youth-society-and-sustainable-futures-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/youth-society-and-sustainable-futures-ba,244,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/youth-society-and-sustainable-futures-ba,UBAYTHASTF18,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
Arts and Sciences with Study Abroad,BASc,arts-and-sciences-study-abroad-basc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/arts-and-sciences-study-abroad-basc,245,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/arts-and-sciences-study-abroad-basc,UBBASCSABR18,A*AA,"Major pathway requirements: Cultures: at least one essay-based arts/humanities subject Societies: at least one social sciences subject; Sciences and Engineering: Mathematics and one other science.
 Health and Environment: Chemistry or Biology, and one other science or social science.",English Language and Mathematics at grade B or 6.,39,"A total of 19 points in three higher level subjects, with no higher level score below 5. Major pathway requirements: Cultures at least one higher level from groups 1, 2 or 6; Societies: at least one higher level from group 3; Sciences and Engineering: to include higher level Mathematics at grade 6 and a further higher level subject from groups 4 or 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level; Health and Environment: to include higher level Chemistry or Biology at grade 6 and a further higher level subject from groups 3, 4 or 5.","For more information about A level subject classification, see the BASc website at: Preferred A levels"
Arts and Sciences,BASc,arts-and-sciences-basc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/arts-and-sciences-basc,246,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/arts-and-sciences-basc,UBBASCSING18,A*AA,"Major pathway requirements: Cultures: at least one essay-based arts/humanities subject Societies: at least one social sciences subject; Sciences and Engineering: Mathematics and one other science.
 Health and Environment: Chemistry or Biology, and one other science or social science.",English Language and Mathematics at grade B or 6.,39,"A total of 19 points in three higher level subjects, with no higher level score below 5. Major pathway requirements: Cultures at least one higher level from groups 1, 2 or 6; Societies: at least one higher level from group 3; Sciences and Engineering: to include higher level Mathematics at grade 6 and a further higher level subject from groups 4 or 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level; Health and Environment: to include higher level Chemistry or Biology at grade 6 and a further higher level subject from groups 3, 4 or 5.","For more information about A level subject classification, see the BASc website at: Preferred A levels"
Economics and Statistics,BSc (Econ),economics-and-statistics-bsc-econ,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/economics-and-statistics-bsc-econ,247,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/economics-and-statistics-bsc-econ,UBEECOASTA18,A*AA,"A* in Mathematics required. Further Mathematics preferred. If you are studying both then the A* can be in either subject. Other preferred subjects include Chemistry, Economics, Physics and Statistics.",English Language and Mathematics at grade C or 4.,39,"A total of 19 points in three higher level subjects including grade 7 in Mathematics, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level. Further Mathematics, Chemistry, Economics, Physics and Statistics preferred.",NA
Bachelor of Laws (UCL) and Bachelor of Laws (HKU),LLB,bachelor-laws-ucl-and-bachelor-laws-hku-llb,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/bachelor-laws-ucl-and-bachelor-laws-hku-llb,248,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/bachelor-laws-ucl-and-bachelor-laws-hku-llb,UBLLAWSHKD18,A*AA,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language and Mathematics at grade B or 6.,39,"A total of 19 points in three higher level subjects, with no higher level score below 5.",NA
Electronic and Electrical Engineering,BEng,electronic-and-electrical-engineering-beng,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/electronic-and-electrical-engineering-beng,249,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/electronic-and-electrical-engineering-beng,UBNEENSEEE22,A*AA,"A* in Mathematics required, plus either Physics or Further Mathematics preferred as the second subject.  Where students have Further Mathematics but not Physics then it is preferable to have Biology, Chemistry, Design and Technology, or Electronics as the third subject.",English Language and Mathematics at grade C or 4.,39,"A total of 19 points in three higher level subjects including grade 7 in Mathematics and preferably Physics, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level. 'Mathematics: Analysis and Approaches' is preferred. ",NA
Architectural and Interdisciplinary Studies,BSc,architectural-and-interdisciplinary-studies-bsc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/architectural-and-interdisciplinary-studies-bsc,250,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/architectural-and-interdisciplinary-studies-bsc,UBSARCSAIA18,AAB,"No specific subjects. Comprehensive portfolio of creative work required upon invitation, at application stage. At least two A level subjects should be taken from UCL's list of preferred A level subjects.",English Language and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5. No specific subjects are required but a comprehensive portfolio of creative work is required upon invitation, at application stage.",NA
Architectural and Interdisciplinary Studies,BSc,architectural-and-interdisciplinary-studies-bsc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/architectural-and-interdisciplinary-studies-bsc,251,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/architectural-and-interdisciplinary-studies-bsc,UBSARCSAIS18,AAB,"No specific subjects. Comprehensive portfolio of creative work required upon invitation, at application stage. At least two A level subjects should be taken from UCL's list of preferred A level subjects.",English Language and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5. No specific subjects are required but a comprehensive portfolio of creative work is required upon invitation, at application stage.",NA
"Urban Planning, Design and Management",BSc,urban-planning-design-and-management-bsc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/urban-planning-design-and-management-bsc,252,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/urban-planning-design-and-management-bsc,UBSARCSUDM18,AAB,"Geography, Economics, Government and Politics, History, Business, Design subjects, English Literature, Sociology, Anthropology, and Religious Education/Philosophy preferred",English Language and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5. Geography, Economics, Government and Politics, History, Business, Design subjects, English Literature, Sociology, Anthropology, and Religious Education/Philosophy preferred",NA
Bioprocessing of New Medicines (Business and Management),BSc,bioprocessing-new-medicines-business-and-management-bsc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/bioprocessing-new-medicines-business-and-management-bsc,253,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/bioprocessing-new-medicines-business-and-management-bsc,UBSBIPSMBM18,AAA,"Biology, Chemistry or Physics required.",English Language and Mathematics at grade C or 4.,38,"A total of 18 points in three higher level subjects including grade 6 in one from Biology, Chemistry or Physics, with no higher level score below 5.",NA
Business and Health,BSc,business-and-health-bsc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/business-and-health-bsc,254,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/business-and-health-bsc,UBSBUSAHEA01,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,"English Language at grade C or 4, plus Mathematics or Statistics at grade C or 4.",34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
Crime and Security Science,BSc,crime-and-security-science-bsc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/crime-and-security-science-bsc,255,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/crime-and-security-science-bsc,UBSCSSSING18,AAB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects. WJEC Level 3 Applied Diploma in Criminology is acceptable in lieu of one A Level subject.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5.",NA
Geography and Economics,BSc,geography-and-economics-bsc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/geography-and-economics-bsc,256,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/geography-and-economics-bsc,UBSGEOAECO18,A*AA,"A* in Mathematics required. Plus, one from Geography, History or another essay based subject preferred but not required.",English Language and Mathematics at grade C or 4.,39,"A total of 19 points in three higher level subjects including grade 7 in Mathematics, plus one from Geography, History or another essay based subject preferred but not required, with no higher level score below 5.",NA
History and Philosophy of Science,BSc,history-and-philosophy-science-bsc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/history-and-philosophy-science-bsc,257,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/history-and-philosophy-science-bsc,UBSHPSSING18,AAB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5.",NA
Infection and Immunity,BSc,infection-and-immunity-bsc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/infection-and-immunity-bsc,258,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/infection-and-immunity-bsc,UBSIFCAIMM18,AAA,Biology and Chemistry required. Mathematics preferred.,English Language and Mathematics at grade B or 6.,38,"A total of 18 points in three higher level subjects including 6 in Biology and Chemistry, plus Mathematics preferred with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.",NA
Mathematics and Physics,BSc,mathematics-and-physics-bsc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematics-and-physics-bsc,259,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematics-and-physics-bsc,UBSMATAPHY18,A*A*A,"A*A*A with A*A* in Mathematics and Further Mathematics and A in Physics, or A*AA with A*A in Mathematics and Further Mathematics and A in Physics, any order, and a 2 in any STEP Paper or a Distinction in the Mathematics AEA.",English Language and Mathematics at grade C or 4.,40,"A total of 40 points overall with 20 points in three higher level subjects including 7 in higher level Mathematics and 6 in higher level Physics, or 39 overall with 19 in three higher level subjects including 7 in higher level Mathematics, 6 in higher level Physics plus a grade 2 in any STEP paper/distinction in Mathematics AEA. The programme will accept higher level 'Mathematics: Analysis and Approaches' only.",NA
Mathematics and Statistical Science,BSc,mathematics-and-statistical-science-bsc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematics-and-statistical-science-bsc,260,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematics-and-statistical-science-bsc,UBSMATASTA18,A*A*A,"A*A*A with A*A* in Mathematics and Further Mathematics, or A*AA with A*A in Mathematics and Further Mathematics, any order, and a 2 in any STEP Paper or a Distinction in the Mathematics AEA. Biology, Chemistry, Computer Science, Economics, English Language, English Literature, Physics and Statistics preferred.",English Language and Mathematics at grade C or 4.,40,"A total of 40 points overall with 20 points in three higher level subjects including 7 in Mathematics, or 39 overall with 19 points in three higher level subjects including 7 in Mathematics and a 2 in any STEP paper or a distinction in Mathematics AEA. The programme will accept higher level 'Mathematics: Analysis and Approaches' only. Physics, Statistics, Chemistry, Computer Science, Biology, Economics, English Language, English Literature preferred as third subject.",NA
Medical Innovation and Enterprise,BSc,medical-innovation-and-enterprise-bsc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/medical-innovation-and-enterprise-bsc,261,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/medical-innovation-and-enterprise-bsc,UBSMEDSIAE18,AAA,"Biology and either Chemistry, Mathematics or Physics required.",English Language and Mathematics at grade B or 6.,38,"A total of 18 points in three higher level subjects including 6 in Biology and either Mathematics, Physics or Chemistry, with no higher level score below 5. For Mathematics, the programme will accept either 'Analysis and Approaches' or 'Applications and Interpretation' at higher level.",NA
Sport and Exercise Medical Sciences,BSc,sport-and-exercise-medical-sciences-bsc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/sport-and-exercise-medical-sciences-bsc,262,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/sport-and-exercise-medical-sciences-bsc,UBSMEDSSAE18,AAA,"Biology and either Chemistry, Mathematics or Physics required.",English Language and Mathematics at grade B or 6.,38,"A total of 18 points in three higher level subjects including 6 in Biology and either Mathematics, Physics or Chemistry, with no higher level score below 5. For Mathematics, the programme will accept either 'Analysis and Approaches' or 'Applications and Interpretation' at higher level.",NA
Nutrition and Medical Sciences,BSc,nutrition-and-medical-sciences-bsc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/nutrition-and-medical-sciences-bsc,263,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/nutrition-and-medical-sciences-bsc,UBSNMSSING18,AAA,"Biology at grade A and either Chemistry, Mathematics or Physics required.",English Language and Mathematics at grade B or 6.,38,"A total of 18 points in three higher level subjects including 6 in Biology and either Mathematics, Physics or Chemistry, with no higher level score below 5. For Mathematics, the programme will accept either 'Analysis and Approaches' or 'Applications and Interpretation' at higher level.",NA
Urban Planning and Real Estate,BSc,urban-planning-and-real-estate-bsc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/urban-planning-and-real-estate-bsc,264,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/urban-planning-and-real-estate-bsc,UBSPLNAREE19,AAB,"Mathematics / Further Mathematics, Geography, Economics, Business, History, Law, Religious Education / Philosophy, Anthropology, Government and Politics and Sociology preferred. ","English Language at grade C or 4, plus Mathematics at grade B or 6.",36,"A total of 17 points in three higher level subjects, with no higher level score below 5. Mathematics (Analysis and Approaches or  Applications and Interpretation) / Further Mathematics, Geography, Economics, Business, History, Law, Religious Education / Philosophy, Anthropology, Government and Politics and Sociology preferred.",NA
Politics and International Relations,BSc,politics-and-international-relations-bsc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/politics-and-international-relations-bsc,265,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/politics-and-international-relations-bsc,UBSPOLAINT18,AAA,No specific subjects. An essay based subject is preferred but not required. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,38,"A total of 18 points in three higher level subjects, with no higher level score below 5. An essay based subject at higher level is preferred but not required.",NA
"Philosophy, Politics and Economics",BSc,philosophy-politics-and-economics-bsc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/philosophy-politics-and-economics-bsc,266,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/philosophy-politics-and-economics-bsc,UBSPPESING18,A*AA,A* in Mathematics required.,English Language at grade B or 6 and Mathematics at grade C or 4.,39,"A total of 19 points in three higher level subjects including 7 in Mathematics, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.",NA
Psychology and Language Sciences,BSc,psychology-and-language-sciences-bsc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/psychology-and-language-sciences-bsc,267,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/psychology-and-language-sciences-bsc,UBSPSYALAN18,AAA,"To include one subject from Biology, Chemistry, Mathematics, Physics or Psychology.","English Language, Mathematics and two Sciences (double award acceptable) at grade B or 6.",38,"A total of 18 points in three higher level subjects to include grade 6 in one subject from Biology, Chemistry, Mathematics, Physics or Psychology, with no higher level score below 5. If Mathematics is offered at higher level, the programme will accept either 'Analysis and Approaches' or 'Applications and Interpretation.",NA
"Sustainable Built Environments, Energy and Resources",BSc,sustainable-built-environments-energy-and-resources-bsc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/sustainable-built-environments-energy-and-resources-bsc,268,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/sustainable-built-environments-energy-and-resources-bsc,UBSSBESING18,AAA,"Mathematics required. Economics, Physics, Chemistry, Computer Science, Further Mathematics, Enivironmental Systems and Societies, Environmental Studies and Geography preferred.",English Language and Mathematics at grade C or 4.,38,"A total of 18 points in three higher level subjects, including grade 6 in Mathematics, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level. Economics, Physics, Chemistry, Computer Science, Further Mathematics, Enivironmental Systems and Societies, Environmental Studies and Geography preferred",NA
Science and Engineering for Social Change,BSc,science-and-engineering-social-change-bsc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/science-and-engineering-social-change-bsc,269,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/science-and-engineering-social-change-bsc,UBSSCESSOC18,AAB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5.",NA
Sociology and Politics of Science,BSc,sociology-and-politics-science-bsc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/sociology-and-politics-science-bsc,270,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/sociology-and-politics-science-bsc,UBSSPOSSCI18,AAB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5.",NA
Statistics and Management for Business,BSc,statistics-and-management-business-bsc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/statistics-and-management-business-bsc,271,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/statistics-and-management-business-bsc,UBSSTAAMAB18,A*AA,"A* in Mathematics required. Further Mathematics preferred. If you are studying both then the A* can be in either subject. Other preferred subjects include Chemistry, Economics, Physics and Statistics.",English Language and Mathematics at grade C or 4.,39,"A total of 19 points in three higher level subjects including grade 7 in Mathematics, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level. Further Mathematics, Chemistry, Economics, Physics and Statistics preferred.",NA
"Statistics, Economics and Finance",BSc,statistics-economics-and-finance-bsc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/statistics-economics-and-finance-bsc,272,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/statistics-economics-and-finance-bsc,UBSSTASSEF18,A*AA,"A* in Mathematics required. Further Mathematics preferred. If you are studying both then the A* can be in either subject. Other preferred subjects include Chemistry, Economics, Physics and Statistics.",English Language and Mathematics at grade C or 4.,39,"A total of 19 points in three higher level subjects including grade 7 in Mathematics, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level. Further Mathematics, Chemistry, Economics, Physics and Statistics preferred.",NA
"Statistics, Economics and a Language",BSc,statistics-economics-and-language-bsc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/statistics-economics-and-language-bsc,273,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/statistics-economics-and-language-bsc,UBSSTASSEL18,A*AA,"A* in Mathematics required. Further Mathematics preferred. If you are studying both then the A* can be in either subject. Other preferred subjects include Chemistry, Economics, Physics and Statistics.",English Language and Mathematics at grade C or 4.,39,"A total of 19 points in three higher level subjects including grade 7 in Mathematics, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level. Further Mathematics, Chemistry, Economics, Physics and Statistics preferred.",NA
Robotics and Artificial Intelligence,Integrated MEng,robotics-and-artificial-intelligence-meng,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/robotics-and-artificial-intelligence-meng,274,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/robotics-and-artificial-intelligence-meng,UMNCOMSRAI18,A*A*A,A* in either Mathematics or Further Mathematics required. ,English Language and Mathematics at grade C or 4.,40,A total of 20 points in three higher level subjects including grade 7 in Mathematics. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.,NA
